CustomerId,DateId,LocationName,TransactionTypeId,SKU,NetSales,Quantity,DiscountAmount
18918,7/3/2021,Online,1,S41,711.55,1,37.45
11780,7/11/2021,Online,1,S41,749,1,0
20882,7/20/2021,Online,1,S457,30,1,0
,8/16/2021,Online,1,S427,40,1,0
,8/16/2021,Online,1,S52,999,1,0
19029,7/4/2021,Online,1,S48,999,1,0
18991,7/3/2021,Online,1,S51,999,1,0
19263,7/9/2021,Online,4,S92,989.1,1,109.9
19263,7/9/2021,Online,4,S390,214.2,2,23.8
20122,7/13/2021,Grayton Beach Flagship,1,S146,40,1,0
20122,7/13/2021,Grayton Beach Flagship,1,S454,20,1,0
20122,7/13/2021,Grayton Beach Flagship,1,S602,14.99,1,0
20122,7/13/2021,Grayton Beach Flagship,1,S402,13.99,1,0
20122,7/13/2021,Grayton Beach Flagship,1,S289,26,1,0
21901,7/31/2021,Grayton Beach Flagship,6,S420,20,1,0
196,6/30/2021,Destin Flagship,1,S514,20,1,0
24231,9/10/2021,Destin Flagship,1,S432,30,1,0
24231,9/10/2021,Destin Flagship,1,S472,140,2,0
24231,9/10/2021,Destin Flagship,1,S458,80,2,0
14783,6/3/2021,Online,4,S100,3239.1,1,359.9
1361,8/20/2021,Online,1,S94,1449,1,0
21883,8/3/2021,Online,1,S390,107.1,1,11.9
19396,7/6/2021,Online,1,S420,40,2,0
15460,7/26/2021,Online,1,S458,35,1,5
15460,7/26/2021,Online,1,S427,35,1,5
23702,8/28/2021,Online,1,S532,200,1,0
23702,8/28/2021,Online,1,S464,50,1,0
23702,8/28/2021,Online,1,S558,210,1,0
23702,8/28/2021,Online,1,S458,40,1,0
23702,8/28/2021,Online,1,S412,30,1,0
19953,8/28/2021,Online,1,S388,25,1,0
19953,8/28/2021,Online,1,S31,1099,1,0
,7/10/2021,Destin Flagship,1,S35,799,1,0
,7/10/2021,Destin Flagship,1,S458,40,1,0
,7/10/2021,Destin Flagship,1,S412,30,1,0
,7/10/2021,Destin Flagship,1,S558,210,1,0
,7/10/2021,Destin Flagship,1,S433,30,1,0
,7/10/2021,Destin Flagship,1,S447,10,1,0
,9/7/2021,Online,1,S412,30,1,0
,9/7/2021,Online,1,S420,20,1,0
,9/7/2021,Online,1,S416,20,1,0
,9/7/2021,Online,1,S424,20,1,0
21871,7/31/2021,Online,1,S30,1044.05,1,54.95
19482,7/7/2021,Grayton Beach Flagship,1,S504,20,1,0
19482,7/7/2021,Grayton Beach Flagship,1,S458,40,1,0
21839,8/3/2021,Fort Walton Beach Flagship,1,S61,1471.55,1,77.45
21839,8/3/2021,Fort Walton Beach Flagship,1,S62,1471.55,1,77.45
21839,8/3/2021,Fort Walton Beach Flagship,1,S445,47.5,1,2.5
11846,7/20/2021,Online,1,S92,1099,1,0
18455,6/29/2021,Online,1,S91,999,1,0
18455,6/29/2021,Online,1,S472,70,1,0
18455,6/29/2021,Online,1,S458,40,1,0
14689,6/1/2021,Online,4,S31,2188.75,2,9.25
14689,6/1/2021,Online,4,S414,179.25,1,0.75
,7/7/2021,Online,1,S62,1471.55,1,77.45
,7/7/2021,Online,1,S6,901.55,1,47.45
,7/7/2021,Online,1,S416,38,2,2
,7/7/2021,Online,1,S458,38,1,2
2539,8/21/2021,Online,1,S375,130,1,0
2539,8/21/2021,Online,1,S390,119,1,0
19385,7/16/2021,Online,1,S446,120,1,0
2575,6/25/2021,Online,4,S390,119,1,0
,8/14/2021,Online,1,S384,250,1,0
,8/25/2021,Online,1,S478,25,1,0
,8/25/2021,Online,1,S474,100,1,0
22829,8/13/2021,Destin Flagship,1,S367,298,2,0
21509,7/27/2021,Online,1,S423,140,1,0
20321,7/15/2021,Grayton Beach Flagship,1,S474,100,1,0
2305,7/28/2021,Online,1,S27,1399,1,0
19259,7/23/2021,Online,1,S577,80,1,10
23464,8/23/2021,Grayton Beach Flagship,1,S517,20,1,0
20531,7/17/2021,Online,1,S367,298,2,0
18225,6/27/2021,Online,1,S416,20,1,0
,7/9/2021,Online,1,S375,120,1,10
,7/20/2021,Online,1,S20,649,1,0
,7/20/2021,Online,1,S16,649,1,0
,7/8/2021,Grayton Beach Flagship,1,S367,149,1,0
,7/8/2021,Grayton Beach Flagship,1,S388,25,1,0
18425,6/29/2021,Online,1,S16,616.55,1,32.45
22366,8/6/2021,Destin Flagship,1,S4,359.1,1,39.9
18393,6/28/2021,Online,1,S41,711.55,1,37.45
18393,6/28/2021,Online,1,S42,711.55,1,37.45
19607,7/8/2021,Online,1,S35,759.05,1,39.95
19330,7/6/2021,Fort Walton Beach Flagship,1,S7,949,1,0
19330,7/6/2021,Fort Walton Beach Flagship,1,S445,50,1,0
20755,7/19/2021,Grayton Beach Flagship,1,S443,180,2,0
,8/12/2021,Online,1,S427,40,1,0
,8/12/2021,Online,1,S50,999,1,0
21833,7/30/2021,Online,1,S48,999,1,0
,8/19/2021,Online,1,S463,170,1,30
,6/26/2021,Online,1,S458,40,1,0
17213,6/19/2021,Online,1,S25,1299,1,0
21523,7/27/2021,Online,4,S25,1299,1,0
18346,6/28/2021,Online,1,S388,50,2,0
18346,6/28/2021,Online,1,S370,30,1,0
,7/3/2021,Online,1,S41,749,1,0
15798,6/9/2021,Online,4,S75,1299,1,0
20955,7/21/2021,Destin Flagship,1,S35,799,1,0
20955,7/21/2021,Destin Flagship,1,S427,40,1,0
18994,7/7/2021,Online,1,S390,119,1,0
1331,7/29/2021,Online,1,S454,20,1,0
23604,8/26/2021,Destin Flagship,1,S454,20,1,0
23604,8/26/2021,Destin Flagship,1,S453,20,1,0
18383,6/28/2021,Online,1,S390,119,1,0
18383,6/28/2021,Online,1,S375,100,1,30
18383,6/28/2021,Online,1,S92,1099,1,0
19353,7/13/2021,Online,1,S335,26,1,0
19353,7/13/2021,Online,1,S411,60,1,0
20072,7/13/2021,Online,1,S636,299.95,1,0
19405,7/6/2021,Online,1,S92,1099,1,0
19405,7/6/2021,Online,1,S390,119,1,0
,5/16/2021,Online,4,S433,60,2,0
,5/16/2021,Online,4,S414,180,1,0
,5/16/2021,Online,4,S375,200,2,60
,5/16/2021,Online,4,S84,2998,2,0
,5/16/2021,Online,4,S422,160,2,0
,5/16/2021,Online,4,S440,400,2,0
,5/16/2021,Online,4,S558,210,1,0
,5/16/2021,Online,4,S561,210,1,0
20959,7/21/2021,Online,1,S6,949,1,0
22377,8/6/2021,Destin Flagship,1,S285,26,1,0
22377,8/6/2021,Destin Flagship,1,S265,26,1,0
18672,7/1/2021,Online,1,S458,38,1,2
18672,7/1/2021,Online,1,S14,616.55,1,32.45
18997,7/7/2021,Online,1,S446,108,1,12
18997,7/7/2021,Online,1,S472,63,1,7
18997,7/7/2021,Online,1,S459,180,1,20
18997,7/7/2021,Online,1,S48,899.1,1,99.9
18942,7/3/2021,Online,1,S420,20,1,0
22480,8/8/2021,Online,1,S390,119,1,0
19407,7/6/2021,Grayton Beach Flagship,1,S613,25,1,0
21839,7/30/2021,Fort Walton Beach Flagship,6,S445,47.5,1,2.5
21839,7/30/2021,Fort Walton Beach Flagship,6,S61,1471.55,1,77.45
21839,7/30/2021,Fort Walton Beach Flagship,6,S62,1471.55,1,77.45
20045,7/12/2021,Online,1,S25,2598,2,0
20045,7/12/2021,Online,1,S618,200,1,0
20045,7/12/2021,Online,1,S367,447,3,0
19827,7/10/2021,Online,1,S432,30,1,0
19827,7/10/2021,Online,1,S558,210,1,0
19827,7/10/2021,Online,1,S433,30,1,0
19827,7/10/2021,Online,1,S375,260,2,0
,8/10/2021,Online,1,S427,38,1,2
,8/10/2021,Online,1,S20,616.55,1,32.45
,8/16/2021,Online,1,S424,20,1,0
,9/5/2021,Destin Flagship,1,S35,759.05,1,39.95
,9/5/2021,Destin Flagship,1,S558,199.5,1,10.5
,9/5/2021,Destin Flagship,1,S412,28.5,1,1.5
,9/5/2021,Destin Flagship,1,S432,28.5,1,1.5
,9/5/2021,Destin Flagship,1,S433,28.5,1,1.5
,9/5/2021,Destin Flagship,1,S472,66.5,1,3.5
,9/5/2021,Destin Flagship,1,S427,38,1,2
19663,7/14/2021,Online,1,S370,30,1,0
11739,7/8/2021,Online,1,S390,119,1,0
21654,7/28/2021,Destin Flagship,1,S416,20,2,20
13397,6/26/2021,Online,1,S380,799.99,1,0
24304,9/7/2021,Grayton Beach Flagship,1,S613,25,1,0
18314,6/28/2021,Online,1,S18,616.55,1,32.45
20049,7/16/2021,Destin Flagship,1,S2,779,1,120
5872,8/2/2021,Grayton Beach Flagship,1,S375,123.5,1,6.5
639,8/12/2021,Online,1,S146,40,1,0
639,8/12/2021,Online,1,S447,10,1,0
639,8/12/2021,Online,1,S265,52,2,0
23832,8/29/2021,Online,1,S432,30,1,0
23832,8/29/2021,Online,1,S427,40,1,0
23832,8/29/2021,Online,1,S48,999,1,0
19210,7/5/2021,Online,1,S371,60,1,0
19210,7/5/2021,Online,1,S388,50,2,0
19210,7/5/2021,Online,1,S367,298,2,0
19210,7/5/2021,Online,1,S25,1299,1,0
22732,8/14/2021,Destin Flagship,1,S96,2049,1,0
22732,8/14/2021,Destin Flagship,1,S416,40,2,0
22732,8/14/2021,Destin Flagship,1,S496,12,1,0
22732,8/14/2021,Destin Flagship,1,S458,40,1,0
,7/5/2021,Online,1,S458,38,1,2
,7/5/2021,Online,1,S41,711.55,1,37.45
11135,8/15/2021,Online,1,S418,200,1,0
20907,8/4/2021,Online,1,S390,119,1,0
24219,9/6/2021,Grayton Beach Flagship,1,S33,759.05,1,39.95
24219,9/6/2021,Grayton Beach Flagship,1,S427,38,1,2
20759,7/24/2021,Online,1,S427,40,1,0
310,8/12/2021,Grayton Beach Flagship,1,S270,26,1,0
,7/21/2021,Grayton Beach Flagship,1,S20,649,1,0
,9/8/2021,Destin Flagship,1,S458,40,1,0
,9/6/2021,Online,1,S432,60,2,0
,9/6/2021,Online,1,S433,30,1,0
8646,7/29/2021,Online,1,S577,90,1,0
,8/29/2021,Online,1,S427,38,1,2
,8/29/2021,Online,1,S18,616.55,1,32.45
18775,7/2/2021,Online,1,S84,2698.2,2,299.8
18775,7/2/2021,Online,1,S380,1439.98,2,160
18775,7/2/2021,Online,1,S375,234,2,26
18775,7/2/2021,Online,1,S561,378.01,2,41.99
,7/2/2021,Fort Walton Beach Flagship,1,S458,80,2,0
20485,7/16/2021,Online,1,S30,1099,1,0
20508,8/14/2021,Online,1,S638,32,1,0
20508,8/14/2021,Online,1,S423,280,2,0
20508,8/14/2021,Online,1,S267,26,1,0
20508,8/14/2021,Online,1,S326,26,1,0
20508,8/14/2021,Online,1,S232,26,1,0
3005,7/7/2021,Online,1,S577,90,1,0
3005,7/7/2021,Online,1,S397,200,1,0
1674,8/6/2021,Online,1,S25,1299,1,0
21751,7/29/2021,Online,1,S41,711.55,1,37.45
19582,7/8/2021,Online,1,S447,10,1,0
19582,7/8/2021,Online,1,S16,649,1,0
19582,7/8/2021,Online,1,S458,40,1,0
1056,8/22/2021,Online,1,S447,10,1,0
1056,8/22/2021,Online,1,S97,2049,1,0
239,7/17/2021,Fort Walton Beach Flagship,1,S326,24.7,1,1.3
239,7/17/2021,Fort Walton Beach Flagship,1,S258,24.7,1,1.3
22797,8/12/2021,Online,1,S390,119,1,0
21741,7/29/2021,Online,1,S1,854.05,1,44.95
,9/6/2021,Online,1,S427,40,1,0
,9/6/2021,Online,1,S637,20,1,0
,9/6/2021,Online,1,S472,70,1,0
18525,6/29/2021,Online,1,S61,2943.1,2,154.9
14820,7/25/2021,Online,1,S449,90,1,0
15509,6/7/2021,Online,1,S62,1549,1,0
15509,6/7/2021,Online,1,S427,120,3,0
15509,6/7/2021,Online,1,S460,200,1,0
15509,6/7/2021,Online,1,S412,30,1,0
15509,6/7/2021,Online,1,S7,949,1,0
15509,6/7/2021,Online,1,S9,1149,1,0
21752,7/29/2021,Online,1,S84,1499,1,0
21752,7/29/2021,Online,1,S440,200,1,0
1949,9/1/2021,Online,1,S510,20,1,0
22191,8/3/2021,Online,1,S390,119,1,0
251,7/20/2021,Grayton Beach Flagship,1,S327,26,1,0
251,7/20/2021,Grayton Beach Flagship,1,S512,20,1,0
251,7/20/2021,Grayton Beach Flagship,1,S454,20,1,0
251,7/20/2021,Grayton Beach Flagship,1,S447,10,1,0
19199,7/5/2021,Online,1,S558,210,1,0
19199,7/5/2021,Online,1,S51,1998,2,0
19199,7/5/2021,Online,1,S472,140,2,0
19857,7/12/2021,Online,1,S333,26,1,0
19857,7/12/2021,Online,1,S506,20,1,0
19049,7/8/2021,Online,1,S464,45,1,5
19049,7/8/2021,Online,1,S462,180,1,20
19049,7/8/2021,Online,1,S77,1169.1,1,129.9
,7/2/2021,Online,1,S20,649,1,0
,7/2/2021,Online,1,S458,40,1,0
17468,6/21/2021,Online,1,S463,200,1,0
17468,6/21/2021,Online,1,S557,210,1,0
18283,6/28/2021,Online,1,S4,379.05,1,19.95
23735,8/28/2021,Online,1,S6,949,1,0
23735,8/28/2021,Online,1,S61,1549,1,0
15532,7/5/2021,Online,1,S18,649,1,0
14966,7/31/2021,Online,1,S427,40,1,0
20099,7/13/2021,Online,1,S328,16,1,10
,7/1/2021,Online,1,S556,189,1,21
,7/1/2021,Online,1,S85,1349.1,1,149.9
,7/1/2021,Online,1,S380,719.99,1,80
,7/1/2021,Online,1,S375,90.01,1,39.99
16271,6/29/2021,Online,1,S390,119,1,0
362,9/10/2021,Grayton Beach Flagship,1,S447,10,1,0
18478,6/29/2021,Online,1,S16,616.55,1,32.45
17907,6/25/2021,Online,1,S444,12,2,0
19532,7/8/2021,Online,1,S4,399,1,0
21169,7/24/2021,Online,1,S476,150,1,0
18839,8/5/2021,Online,1,S415,180,1,0
18839,8/5/2021,Online,1,S548,40,1,0
19318,7/6/2021,Destin Flagship,1,S555,190,1,10
19318,7/6/2021,Destin Flagship,1,S432,28.5,1,1.5
19318,7/6/2021,Destin Flagship,1,S433,28.5,1,1.5
5872,7/7/2021,Fort Walton Beach Flagship,1,S511,20,1,0
5872,7/7/2021,Fort Walton Beach Flagship,1,S284,26,1,0
16395,6/13/2021,Online,4,S414,180,1,0
16395,6/13/2021,Online,4,S1,899,1,0
19270,7/6/2021,Online,1,S380,799.99,1,0
19270,7/6/2021,Online,1,S85,1499,1,0
9412,7/1/2021,Online,1,S371,60,1,0
9412,7/1/2021,Online,1,S20,1298,2,0
9412,7/1/2021,Online,1,S18,649,1,0
,7/9/2021,Online,6,S77,1234.05,1,64.95
14277,5/29/2021,Online,6,S414,180,1,0
19168,8/31/2021,Online,1,S1,899,1,0
21591,7/28/2021,Online,1,S549,7.49,1,0
,8/15/2021,Online,1,S52,949.05,1,49.95
,8/15/2021,Online,1,S42,711.55,1,37.45
19329,7/6/2021,Online,1,S25,1299,1,0
,7/13/2021,Grayton Beach Flagship,1,S146,40,1,0
13754,6/26/2021,Online,1,S375,130,1,0
17616,6/24/2021,Online,1,S42,711.55,1,37.45
22167,8/3/2021,Destin Flagship,1,S84,1499,1,0
22167,8/3/2021,Destin Flagship,1,S561,210,1,0
22167,8/3/2021,Destin Flagship,1,S375,130,1,0
,8/9/2021,Online,1,S424,20,1,0
,7/7/2021,Online,1,S16,616.55,1,32.45
22194,8/3/2021,Grayton Beach Flagship,1,S458,38,1,2
22194,8/3/2021,Grayton Beach Flagship,1,S464,47.5,1,2.5
12717,7/1/2021,Online,4,S561,200,1,10
,6/22/2021,Online,1,S20,649,1,0
17817,6/25/2021,Online,1,S472,70,1,0
19154,7/6/2021,Online,1,S458,40,1,0
14711,6/26/2021,Online,1,S380,719.99,1,80
14711,6/26/2021,Online,1,S84,1349.11,1,149.89
21702,7/29/2021,Online,1,S41,749,1,0
18630,6/30/2021,Online,1,S618,190,1,10
18789,7/2/2021,Fort Walton Beach Flagship,1,S25,1299,1,0
20773,7/19/2021,Grayton Beach Flagship,1,S458,40,1,0
20773,7/19/2021,Grayton Beach Flagship,1,S300,26,1,0
21217,7/24/2021,Destin Flagship,1,S400,200,1,0
21217,7/24/2021,Destin Flagship,1,S441,25,1,0
21217,7/24/2021,Destin Flagship,1,S506,20,1,0
19468,7/7/2021,Destin Flagship,1,S367,298,2,0
18665,7/1/2021,Online,1,S458,40,1,0
18665,7/1/2021,Online,1,S496,12,1,0
18665,7/1/2021,Online,1,S416,20,1,0
22608,8/15/2021,Online,1,S458,40,1,0
22608,8/15/2021,Online,1,S416,20,1,0
,7/31/2021,Online,1,S375,117,1,13
5872,7/15/2021,Fort Walton Beach Flagship,1,S409,60,1,0
20198,7/21/2021,Online,1,S375,130,1,0
,7/16/2021,Online,1,S457,20,1,10
,8/17/2021,Online,1,S416,20,1,0
,8/17/2021,Online,1,S446,120,1,0
,8/17/2021,Online,1,S460,200,1,0
,8/17/2021,Online,1,S97,2049,1,0
17111,7/2/2021,Online,1,S433,60,2,0
14317,5/30/2021,Online,4,S414,180,1,0
14317,5/30/2021,Online,4,S427,40,1,0
14317,5/30/2021,Online,4,S16,649,1,0
,7/26/2021,Online,1,S69,1719.57,1,129.43
,7/26/2021,Online,1,S459,186,1,14
,7/26/2021,Online,1,S464,46.5,1,3.5
2049,7/22/2021,Online,1,S449,90,1,0
18426,6/30/2021,Online,1,S48,949.05,1,49.95
24006,9/2/2021,Online,1,S637,20,1,0
24006,9/2/2021,Online,1,S472,70,1,0
24388,9/10/2021,Grayton Beach Flagship,1,S35,759.05,1,39.95
24388,9/10/2021,Grayton Beach Flagship,1,S33,759.05,1,39.95
23514,9/8/2021,Online,1,S613,25,1,0
20897,7/29/2021,Online,1,S427,80,2,0
15059,6/3/2021,Online,4,S556,210,1,0
15059,6/3/2021,Online,4,S414,180,1,0
15059,6/3/2021,Online,4,S84,1499,1,0
16122,6/11/2021,Online,1,S25,1299,1,0
21678,7/29/2021,Online,1,S415,180,1,0
21678,7/29/2021,Online,1,S440,200,1,0
21678,7/29/2021,Online,1,S375,200,2,60
21678,7/29/2021,Online,1,S380,799.99,1,0
21678,7/29/2021,Online,1,S84,2998,2,0
17685,6/28/2021,Online,1,S441,25,1,0
21914,8/20/2021,Fort Walton Beach Flagship,1,S427,40,1,0
22670,8/11/2021,Online,1,S20,649,1,0
19368,7/6/2021,Destin Flagship,1,S63,1549,1,0
19368,7/6/2021,Destin Flagship,1,S12,1349,1,0
20498,7/16/2021,Online,6,S42,749,1,0
20669,7/18/2021,Fort Walton Beach Flagship,1,S6,901.55,1,47.45
20669,7/18/2021,Fort Walton Beach Flagship,1,S458,38,1,2
285,7/31/2021,Grayton Beach Flagship,1,S512,20,1,0
13611,6/24/2021,Online,1,S578,90,1,0
13611,6/24/2021,Online,1,S458,40,1,0
13611,6/24/2021,Online,1,S472,70,1,0
13611,6/24/2021,Online,1,S51,999,1,0
841,6/29/2021,Online,1,S205,26,1,0
841,6/29/2021,Online,1,S285,26,1,0
841,6/29/2021,Online,1,S146,40,1,0
,6/29/2021,Online,1,S436,60,1,0
19299,7/6/2021,Online,1,S556,210,1,0
18112,6/27/2021,Online,1,S27,1399,1,0
20327,7/15/2021,Online,1,S458,40,1,0
20327,7/15/2021,Online,1,S20,649,1,0
12963,5/19/2021,Online,1,S16,649,1,0
12963,5/19/2021,Online,1,S427,40,1,0
,8/24/2021,Online,1,S463,180,1,20
,8/24/2021,Online,1,S559,189,1,21
,8/24/2021,Online,1,S433,27,1,3
,8/24/2021,Online,1,S427,36,1,4
,8/24/2021,Online,1,S91,899.1,1,99.9
21776,7/30/2021,Online,1,S427,76,2,4
21776,7/30/2021,Online,1,S20,616.55,1,32.45
21776,7/30/2021,Online,1,S48,949.05,1,49.95
12983,7/17/2021,Grayton Beach Flagship,1,S447,20,2,0
12983,7/17/2021,Grayton Beach Flagship,1,S328,26,1,0
12983,7/17/2021,Grayton Beach Flagship,1,S327,26,1,0
,7/28/2021,Online,1,S561,210,1,0
18347,6/28/2021,Online,1,S443,90,1,0
23244,8/20/2021,Destin Flagship,1,S552,200,1,0
20787,7/31/2021,Grayton Beach Flagship,1,S465,144,1,36
17779,6/26/2021,Online,1,S390,119,1,0
17254,7/10/2021,Online,1,S427,80,2,0
21200,8/19/2021,Online,1,S390,214.2,2,23.8
,7/19/2021,Online,1,S499,599,1,0
19150,7/5/2021,Online,1,S390,119,1,0
,8/15/2021,Online,1,S415,180,1,0
16931,7/6/2021,Online,1,S390,119,1,0
16931,7/6/2021,Online,1,S375,130,1,0
17070,6/18/2021,Online,1,S25,1299,1,0
3005,7/27/2021,Online,1,S327,26,1,0
3005,7/27/2021,Online,1,S416,40,2,0
,7/26/2021,Online,1,S558,210,1,0
,7/26/2021,Online,1,S84,2998,2,0
849,7/2/2021,Destin Flagship,1,S1,899,1,0
19971,8/17/2021,Online,1,S375,130,1,0
,7/31/2021,Online,1,S433,30,1,0
,7/31/2021,Online,1,S561,210,1,0
20550,7/17/2021,Grayton Beach Flagship,1,S269,26,1,0
14119,7/30/2021,Online,1,S375,100,1,30
18963,7/3/2021,Grayton Beach Flagship,1,S454,20,1,0
19996,7/15/2021,Online,1,S375,90,1,40
19996,7/15/2021,Online,1,S92,989.1,1,109.9
17233,6/20/2021,Online,1,S25,1299,1,0
22375,8/6/2021,Online,1,S513,19,1,1
22375,8/6/2021,Online,1,S447,9.5,1,0.5
22375,8/6/2021,Online,1,S326,24.7,1,1.3
19078,7/11/2021,Online,1,S388,50,2,0
19842,7/11/2021,Online,1,S20,649,1,0
19709,7/12/2021,Online,1,S427,40,1,0
19709,7/12/2021,Online,1,S35,799,1,0
12135,6/29/2021,Online,1,S380,599.99,1,200
20795,7/19/2021,Online,1,S397,200,1,0
20795,7/19/2021,Online,1,S561,210,1,0
13472,7/10/2021,Online,1,S388,22.82,1,2.18
13472,7/10/2021,Online,1,S577,82.18,1,7.82
22600,8/19/2021,Online,1,S416,60,3,0
22600,8/19/2021,Online,1,S472,70,1,0
,7/1/2021,Online,1,S424,20,1,0
7565,6/28/2021,Online,1,S416,40,2,0
17054,6/18/2021,Online,1,S367,298,2,0
17054,6/18/2021,Online,1,S414,180,1,0
17054,6/18/2021,Online,1,S25,1299,1,0
11954,6/10/2021,Online,6,S5,999,1,0
,6/29/2021,Online,1,S367,149,1,0
21675,7/29/2021,Online,1,S292,26,1,0
21675,7/29/2021,Online,1,S313,26,1,0
21675,7/29/2021,Online,1,S316,26,1,0
21675,7/29/2021,Online,1,S52,999,1,0
22184,8/3/2021,Fort Walton Beach Flagship,1,S402,13.99,1,0
19079,8/17/2021,Online,1,S409,50,1,10
21422,7/26/2021,Online,1,S427,76,2,4
21422,7/26/2021,Online,1,S35,1518.1,2,79.9
20209,7/14/2021,Online,1,S427,80,2,0
21186,7/24/2021,Destin Flagship,1,S443,90,1,0
817,8/12/2021,Online,1,S282,26,1,0
817,8/12/2021,Online,1,S447,10,1,0
817,8/12/2021,Online,1,S416,20,1,0
18987,7/7/2021,Online,1,S459,180,1,20
18987,7/7/2021,Online,1,S561,189,1,21
,9/3/2021,Online,1,S381,250,1,0
2311,7/10/2021,Grayton Beach Flagship,1,S195,26,1,0
,8/4/2021,Online,1,S390,101.15,1,17.85
23028,8/27/2021,Online,1,S412,30,1,0
23028,8/27/2021,Online,1,S432,30,1,0
23028,8/27/2021,Online,1,S559,210,1,0
10680,7/30/2021,Online,1,S427,40,1,0
10680,7/30/2021,Online,1,S370,30,1,0
10680,7/30/2021,Online,1,S432,30,1,0
10680,7/30/2021,Online,1,S137,26,1,0
10680,7/30/2021,Online,1,S189,26,1,0
20430,7/16/2021,Online,1,S499,599,1,0
19973,7/12/2021,Online,1,S388,25,1,0
19973,7/12/2021,Online,1,S30,1099,1,0
23800,8/30/2021,Online,1,S50,899.1,1,99.9
23800,8/30/2021,Online,1,S48,899.1,1,99.9
23800,8/30/2021,Online,1,S427,72,2,8
23168,8/30/2021,Online,1,S556,178.5,1,31.5
23168,8/30/2021,Online,1,S548,34,1,6
22901,8/14/2021,Grayton Beach Flagship,1,S636,299.95,1,0
2473,7/19/2021,Online,1,S288,26,1,0
2473,7/19/2021,Online,1,S548,40,1,0
23067,8/23/2021,Online,1,S532,200,1,0
23067,8/23/2021,Online,1,S386,250,1,0
20119,7/13/2021,Online,4,S370,30,1,0
19453,7/7/2021,Online,1,S481,500,1,0
19453,7/7/2021,Online,1,S475,1000,1,0
,9/3/2021,Online,1,S91,899.1,1,99.9
,7/1/2021,Online,1,S375,200,2,60
,7/1/2021,Online,1,S84,1499,1,0
,7/1/2021,Online,1,S82,1499,1,0
,7/30/2021,Online,1,S446,120,1,0
,7/30/2021,Online,1,S263,26,1,0
21840,7/30/2021,Online,1,S370,20,1,10
17443,6/21/2021,Online,1,S16,649,1,0
17443,6/21/2021,Online,1,S20,649,1,0
17443,6/21/2021,Online,1,S458,80,2,0
17443,6/21/2021,Online,1,S427,80,2,0
21641,7/28/2021,Online,1,S18,584.1,1,64.9
19696,7/12/2021,Online,1,S375,95.82,1,34.18
19696,7/12/2021,Online,1,S30,1053.18,1,45.82
22358,8/6/2021,Online,6,S420,20,1,0
,6/28/2021,Online,1,S1,854.05,1,44.95
21791,7/30/2021,Online,4,S464,47.5,1,2.5
21791,7/30/2021,Online,4,S427,38,1,2
21791,7/30/2021,Online,4,S48,949.05,1,49.95
21791,7/30/2021,Online,4,S561,199.5,1,10.5
21851,7/31/2021,Online,1,S558,210,1,0
1810,7/24/2021,Online,1,S552,200,1,0
8383,7/18/2021,Grayton Beach Flagship,1,S402,41.97,3,0
8383,7/18/2021,Grayton Beach Flagship,1,S512,20,1,0
23228,8/20/2021,Online,1,S420,20,1,0
20057,7/12/2021,Online,1,S62,1549,1,0
20057,7/12/2021,Online,1,S427,40,1,0
,6/30/2021,Online,1,S20,616.55,1,32.45
,7/27/2021,Online,1,S458,40,1,0
,7/27/2021,Online,1,S613,25,1,0
17611,7/29/2021,Online,1,S147,40,1,0
,7/14/2021,Online,1,S397,200,1,0
,7/14/2021,Online,1,S562,210,1,0
18474,6/29/2021,Online,1,S35,789,1,10
21318,7/25/2021,Online,1,S367,283.1,2,14.9
13163,7/8/2021,Online,1,S459,200,1,0
23653,8/27/2021,Destin Flagship,1,S412,30,1,0
23653,8/27/2021,Destin Flagship,1,S472,140,2,0
23653,8/27/2021,Destin Flagship,1,S556,210,1,0
23653,8/27/2021,Destin Flagship,1,S427,80,2,0
20746,7/19/2021,Online,1,S50,899.1,1,99.9
24002,9/2/2021,Online,1,S558,199.5,1,10.5
18197,6/27/2021,Online,1,S556,210,1,0
18490,7/1/2021,Online,1,S458,40,1,0
18490,7/1/2021,Online,1,S16,649,1,0
15138,6/26/2021,Online,1,S390,119,1,0
17131,6/19/2021,Online,4,S556,210,1,0
17131,6/19/2021,Online,4,S414,180,1,0
17131,6/19/2021,Online,4,S82,1499,1,0
23068,8/17/2021,Online,1,S18,584.1,1,64.9
20391,7/20/2021,Online,1,S393,275,1,0
17602,7/21/2021,Online,1,S367,149,1,0
19745,7/10/2021,Online,1,S27,1399,1,0
19745,7/10/2021,Online,1,S412,30,1,0
19745,7/10/2021,Online,1,S561,210,1,0
19745,7/10/2021,Online,1,S432,30,1,0
19745,7/10/2021,Online,1,S433,30,1,0
18882,7/3/2021,Online,1,S390,113.05,1,5.95
18882,7/3/2021,Online,1,S92,1044.05,1,54.95
,5/30/2021,Online,1,S390,107.1,1,11.9
,5/30/2021,Online,1,S375,180,2,80
,5/30/2021,Online,1,S92,989.1,1,109.9
17205,6/19/2021,Online,1,S414,180,1,0
17205,6/19/2021,Online,1,S25,1299,1,0
19194,7/5/2021,Online,1,S458,40,1,0
21406,7/26/2021,Online,1,S388,50,2,0
8302,4/6/2021,Online,1,S48,899.1,1,99.9
212,7/6/2021,Grayton Beach Flagship,1,S154,40,1,0
212,7/6/2021,Grayton Beach Flagship,1,S447,10,1,0
